Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkSorceryRuneMasteryRank3Desc,progression,Perk,,,"[407fff]ADEPT[-] Enchanter",,,,,,,,,,,,,,
perkSorceryRuneMasteryRank3LongDesc,progression,Perk,,,"You are now an [407fff]Adept[-] Enchanter:\n• Learn to craft [407fff]Adept[-] Runes at an Enchanting Table\n• Affixed Runes are [ae92d5]+60%[-] more effective\n• Burden of Affixed Runes is reduced by [ae92d5]-45%[-]\n• Degradation of Affixed Runes is reduced by [ae92d5]-30%[-]\n• Runes require [ae92d5]-24%[-] less Extract to craft",,,,,,,,,,,,,,
perkSorceryRuneMasteryRank4Desc,progression,Perk,,,"[ba3fd0]EXPERT[-] Enchanter",,,,,,,,,,,,,,
perkSorceryRuneMasteryRank4LongDesc,progression,Perk,,,"You are now an [ba3fd0]Expert[-] Enchanter:\n• Learn to craft [ba3fd0]Expert[-] Runes at an Enchanting Table\n• Affixed Runes are [ae92d5]+80%[-] more effective\n• Burden of Affixed Runes is reduced by [ae92d5]-60%[-]\n• Degradation of Affixed Runes is reduced by [ae92d5]-40%[-]\n• Runes require [ae92d5]-32%[-] less Extract to craft",,,,,,,,,,,,,,
perkSorceryRuneMasteryRank5Desc,progression,Perk,,,"[e60000]MASTER[-] Enchanter",,,,,,,,,,,,,,
perkSorceryRuneMasteryRank5LongDesc,progression,Perk,,,"You are now a [e60000]Master[-] Enchanter:\n• Learn to craft [e60000]Master[-] Runes at an Enchanting Table\n• Affixed Runes are [ae92d5]Doubled[-] in effectiveness\n• Burden of Affixed Runes is reduced by [ae92d5]-75%[-]\n• Degradation of Affixed Runes is [ae92d5]Halved[-]\n• You boost Rune Effectiveness of nearby [ae92d5]Allies[-]\n• Runes require [ae92d5]-40%[-] less Extract to craft",,,,,,,,,,,,,,

perkSorceryArmorName,progression,Perk,,,"Armor: Arcane Sorcerer",,,,,,,,,,,,,,
perkSorceryArmorDesc,progression,Perk,,,"Master Arcane Armor to craft and wear Arcane Sorcerer Armor while unlocking its complete set potential.",,,,,,,,,,,,,,
perkSorceryArmorRank1Desc,progression,Perk,,,"[2f9970]INITIATE[-] Arcane Armourer",,,,,,,,,,,,,,
perkSorceryArmorRank1LongDesc,progression,Perk,,,"You are now an [2f9970]Initiate[-] Arcane Armourer:\n• Tailor [2f9970]Initiate[-] [ae92d5]Arcane[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].3[-] Spirit per armor piece\n• All Sorcery Damage increased by [ae92d5]1%[-] per armor piece\n• Movement Speed increased by [ae92d5].5%[-] per armor piece",,,,,,,,,,,,,,
perkSorceryArmorRank2Desc,progression,Perk,,,"[36dc2a]NOVICE[-] Arcane Armourer",,,,,,,,,,,,,,
perkSorceryArmorRank2LongDesc,progression,Perk,,,"You are now a [36dc2a]Novice[-] Arcane Armourer:\n• Tailor [36dc2a]Novice[-] [ae92d5]Arcane[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].6[-] Spirit per armor piece\n• All Sorcery Damage increased by [ae92d5]2%[-] per armor piece\n• Movement Speed increased by [ae92d5]1%[-] per armor piece\n• Armor requires [ae92d5]-10%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorRank3Desc,progression,Perk,,,"[407fff]ADEPT[-] Arcane Armourer",,,,,,,,,,,,,,
perkSorceryArmorRank3LongDesc,progression,Perk,,,"You are now an [407fff]Adept[-] Arcane Armourer:\n• Tailor [407fff]Adept[-] [ae92d5]Arcane[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].9[-] Spirit per armor piece\n• All Sorcery Damage increased by [ae92d5]3%[-] per armor piece\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece\n• Armor requires [ae92d5]-20%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorRank4Desc,progression,Perk,,,"[ba3fd0]EXPERT[-] Arcane Armourer",,,,,,,,,,,,,,
perkSorceryArmorRank4LongDesc,progression,Perk,,,"You are now an [ba3fd0]Expert[-] Arcane Armourer:\n• Tailor [ba3fd0]Expert[-] [ae92d5]Arcane[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5]1.2[-] Spirit per armor piece\n• All Sorcery Damage increased by [ae92d5]4%[-] per armor piece\n• Movement Speed increased by [ae92d5]2%[-] per armor piece\n• Armor requires [ae92d5]-30%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorRank5Desc,progression,Perk,,,"[e60000]MASTER[-] Arcane Armourer",,,,,,,,,,,,,,
perkSorceryArmorRank5LongDesc,progression,Perk,,,"You are now a [e60000]Master[-] Arcane Armourer:\n• Tailor [e60000]Master[-] [ae92d5]Arcane[-] Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-]/10)\n• Attacks received generate [ae92d5]1.5[-] Spirit per armor piece\n• All Sorcery Damage increased by [ae92d5]5%[-] per armor piece\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece\n• Armor requires [ae92d5]-40%[-] less Thread to Tailor",,,,,,,,,,,,,,

perkSorceryFamiliarName,progression,Perk,,,"Summon: Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarDesc,progression,Perk,,,"Master Arcane Familiar to summon a loyal wolf companion to do your bidding against the abominations of hell.\n[ff0000]Singleplayer-Only Feature ATM.[-]",,,,,,,,,,,,,,
perkSorceryFamiliarRank1Desc,progression,Perk,,,"[2f9970]LOYAL[-] Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarRank1LongDesc,progression,Perk,,,"Learn the secrets to summoning and commanding a loyal wolf companion:\n• Learn to summon [ae92d5]Arcane Familiar[-] at a Sorcerer Desk\n• Max Familiars: [ae92d5]1[-]\n• Total Lifespan: [ae92d5]1 Minute[-]\n• Max Health: [ae92d5]+50[-]\n• Base Damage: [ae92d5]+10%[-]\n• [36dc2a]Primary Ability[-]: Summon Familiar\n• [407fff]Secondary Ability[-]: Heal Familiars",,,,,,,,,,,,,,
perkSorceryFamiliarRank2Desc,progression,Perk,,,"[36dc2a]RADIANT[-] Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarRank2LongDesc,progression,Perk,,,"Arcane Familiar has evolved to [36dc2a]Novice[-] level:\n• Max Familiars: [ae92d5]1[-]\n• Total Lifespan: [ae92d5]1.5 Minutes[-]\n• Max Health: [ae92d5]+100[-]\n• Base Damage: [ae92d5]+20%[-]\n [36dc2a]Passive Ability[-]: Arcane [ae92d5]Spell Light[-] stealthily reveals surroundings.",,,,,,,,,,,,,,
perkSorceryFamiliarRank3Desc,progression,Perk,,,"[407fff]HEALING[-] Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarRank3LongDesc,progression,Perk,,,"Arcane Familiar has evolved to [407fff]Adept[-] level:\n• Max Familiars: [ae92d5]2[-]\n• Total Lifespan: [ae92d5]2 Minutes[-]\n• Max Health: [ae92d5]+150[-]\n• Base Damage: [ae92d5]+30%[-]\n [407fff]Passive Ability[-]: Periodically [ae92d5]Heal[-] Master and all Allies.",,,,,,,,,,,,,,
perkSorceryFamiliarRank4Desc,progression,Perk,,,"[ba3fd0]DISPELLING[-] Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarRank4LongDesc,progression,Perk,,,"Arcane Familiar has evolved to [ba3fd0]Expert[-] level:\n• Max Familiars: [ae92d5]2[-]\n• Total Lifespan: [ae92d5]2.5 Minutes[-]\n• Max Health: [ae92d5]+200[-]\n• Base Damage: [ae92d5]+40%[-]\n [ba3fd0]Passive Ability[-]: Periodically [ae92d5]Dispell[-] debuffs on Master and Allies.",,,,,,,,,,,,,,
perkSorceryFamiliarRank5Desc,progression,Perk,,,"[e60000]SHIELDING[-] Arcane Familiar",,,,,,,,,,,,,,
perkSorceryFamiliarRank5LongDesc,progression,Perk,,,"Arcane Familiar is fully evolved to [e60000]Master[-] level:\n• Max Familiars: [ae92d5]3[-]\n• Total Lifespan: [ae92d5]Indefinite[-]\n• Max Health: [ae92d5]+250[-]\n• Base Damage: [ae92d5]+50%[-]\n [e60000]Passive Ability[-]: Periodically [ae92d5]Shield[-] Self, Master and Allies.",,,,,,,,,,,,,,

perkSorcerySupportDesc0,progression,Perk,,,"Help to ensure the ongoing development of Sorcery by becoming an invaluable Supporter today! In exchange for your patronage, Sorcery will continue to evolve at a steady pace with frequent updates. Additionally, you will gain [36dc2a]+2-3[-] week early [9b874d]Supporter Access[-] to major updates among other perks based on your level of support. See the Patreon Reward Tiers for more exciting details: [U][36dc2a]www.SorceryMod.com[-][/U]",,,,,,,,,,,,,,
perkSorcerySupportDesc,progression,Perk,,,"Updates rely on your Support. Patrons of Sorcery are given 2-3 week early Supporter Access and various in-game perks for making the ongoing development of Sorcery possible: [U][36dc2a]www.SorceryMod.com[-][/U]",,,,,,,,,,,,,,
perkSorcerySupportName,progression,Perk,,,"Exclusive Perks",,,,,,,,,,,,,,
perkSorcerySupportRank1Desc,progression,Perk,,,"[d7dce4]SILVER[-] Supporter Rewards",,,,,,,,,,,,,,
perkSorcerySupportRank1LongDesc,progression,Perk,,,"You love Sorcery and want future updates:\n• [d7dce4]Supporter Access[-]: [36dc2a]+2-3[-] Weeks Ahead of Public Release\n• [d7dce4]Voting Weight[-]: [36dc2a]x4[-] Decision Making Power\n• [d7dce4]Lucky[-]: [36dc2a]+15%[-] Rare Loot, Treasure, Bartering\n• [d7dce4]Traveler[-]: [36dc2a]+10%[-] Movement Speed\n• [d7dce4]Silver Key[-]: Unlock Exclusive Supporter Recipes, Quests and Items",,,,,,,,,,,,,,
perkSorcerySupportRank2Desc,progression,Perk,,,"[e3bb70]GOLD[-] Supporter Rewards",,,,,,,,,,,,,,
perkSorcerySupportRank2LongDesc,progression,Perk,,,"You love Sorcery and want A LOT of frequent updates:\n• [e3bb70]Supporter Access[-]: [36dc2a]+2-3[-] Weeks Ahead of Public Release\n• [e3bb70]Voting Weight[-]: [36dc2a]x6[-] Decision Making Power\n• [e3bb70]Lucky II[-]: [36dc2a]+30%[-] Rare Loot, Treasure, Bartering\n• [e3bb70]Traveler II[-]: [36dc2a]+20%[-] Movement Speed\n• [e3bb70]Gold Key[-]: Unlock Exclusive Supporter Recipes, Quests and Items",,,,,,,,,,,,,,

perkSorceryFireAspectName,progression,Skill,,,"Aspect of Fire",,,,,,,,,,,,,,
perkSorceryFireAspectDesc,progression,Skill,,,"Transcend into The Aspect of Fire, rendering your attacks and mere presence... explosive, literally.\n[36dc2a][U]Activate Fire Aura with F while Aspect of Fire Rune is equipped.[/U] [I]Improves with Fire Sorcery, Aspect of Fire and Rune Mastery[/I][-]",,,,,,,,,,,,,,
perkSorceryFireAspectRank1Desc,progression,Skill,,,"[2f9970]INITIATE[-] Aspect of Fire",,,,,,,,,,,,,,
perkSorceryFireAspectRank1LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]20%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]20%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]10%[-] Fire [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]20%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]10%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]2.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryFireAspectRank2LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]40%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]25%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]20%[-] Fire [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]40%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]20%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]3.0m[-] in all directions",,,,,,,,,,,,,,
perkSorceryFireAspectRank3LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]60%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]30%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]30%[-] Fire [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]60%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]30%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]3.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryFireAspectRank4LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]80%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]35%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]40%[-] Fire [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]80%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]40%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]4.0m[-] in all directions",,,,,,,,,,,,,,
perkSorceryFireAspectRank5LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]100%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]40%[-] chance to [ae92d5]Incinerate[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]50%[-] Fire [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]FIRE AURA[-]: Fire Aura becomes [ae92d5]100%[-] deadlier\n[36dc2a]FIRE AURA[-]: Fire Aura has a [ae92d5]50%[-] chance to [ae92d5]Explode[-] attackers\n[36dc2a]FIRE AURA[-]: Range increased to [ae92d5]4.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryFireAspectRank2Desc,progression,Skill,,,"[36dc2a]NOVICE[-] Aspect of Fire",,,,,,,,,,,,,,
perkSorceryFireAspectRank3Desc,progression,Skill,,,"[407fff]ADEPT[-] Aspect of Fire",,,,,,,,,,,,,,
perkSorceryFireAspectRank4Desc,progression,Skill,,,"[ba3fd0]EXPERT[-] Aspect of Fire",,,,,,,,,,,,,,
perkSorceryFireAspectRank5Desc,progression,Skill,,,"[e60000]MASTER[-] Aspect of Fire",,,,,,,,,,,,,,

perkSorceryIceAspectName,progression,Skill,,,"Aspect of Ice",,,,,,,,,,,,,,
perkSorceryIceAspectDesc,progression,Skill,,,"Transcend into The Aspect of Ice, rendering your attacks and mere presence... show stopping, literally.\n[36dc2a][U]Activate Ice Aura with F while Aspect of Ice Rune is equipped.[/U] [I]Improves with Ice Sorcery, Aspect of Ice and Rune Mastery[/I][-]",,,,,,,,,,,,,,
perkSorceryIceAspectRank1Desc,progression,Skill,,,"[2f9970]INITIATE[-] Aspect of Ice",,,,,,,,,,,,,,
perkSorceryIceAspectRank1LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]20%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]20%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]10%[-] Ice [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]20%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]10%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]2.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryIceAspectRank2LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]40%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]25%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]20%[-] Ice [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]40%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]20%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]3.0m[-] in all directions",,,,,,,,,,,,,,
perkSorceryIceAspectRank3LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]60%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]30%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]30%[-] Ice [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]60%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]30%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]3.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryIceAspectRank4LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]80%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]35%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]40%[-] Ice [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]80%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]40%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]4.0m[-] in all directions",,,,,,,,,,,,,,
perkSorceryIceAspectRank5LongDesc,progression,Skill,,,"[ae92d5]PASSIVE[-]: Attackers have a [ae92d5]100%[-] chance to [ae92d5]Knockback[-]\n[ae92d5]PASSIVE[-]: All attacks have a [ae92d5]40%[-] chance to [ae92d5]Chill[-] foes\n[ae92d5]PASSIVE[-]: Gain [ae92d5]50%[-] Ice [ae92d5]Damage[-], [ae92d5]Charge Speed[-] and [ae92d5]Essence Find[-]\n[36dc2a]ICE AURA[-]: Ice Aura becomes [ae92d5]100%[-] deadlier\n[36dc2a]ICE AURA[-]: Ice Aura has a [ae92d5]50%[-] chance to [ae92d5]Freeze[-] attackers\n[36dc2a]ICE AURA[-]: Range increased to [ae92d5]4.5m[-] in all directions",,,,,,,,,,,,,,
perkSorceryIceAspectRank2Desc,progression,Skill,,,"[36dc2a]NOVICE[-] Aspect of Ice",,,,,,,,,,,,,,
perkSorceryIceAspectRank3Desc,progression,Skill,,,"[407fff]ADEPT[-] Aspect of Ice",,,,,,,,,,,,,,
perkSorceryIceAspectRank4Desc,progression,Skill,,,"[ba3fd0]EXPERT[-] Aspect of Ice",,,,,,,,,,,,,,
perkSorceryIceAspectRank5Desc,progression,Skill,,,"[e60000]MASTER[-] Aspect of Ice",,,,,,,,,,,,,,

perkSorceryArmorFireName,progression,Perk,,,"Armor: Fire Sorcerer",,,,,,,,,,,,,,
perkSorceryArmorFireDesc,progression,Perk,,,"Master Fire Armor to craft and wear Fire Sorcerer Armor while unlocking its complete set potential.",,,,,,,,,,,,,,
perkSorceryArmorFireRank1Desc,progression,Perk,,,"[2f9970]INITIATE[-] Fire Armourer",,,,,,,,,,,,,,
perkSorceryArmorFireRank1LongDesc,progression,Perk,,,"You are now an [2f9970]Initiate[-] Fire Armourer:\n• Tailor [2f9970]Initiate[-] [970000]Fire[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].3[-] Spirit per armor piece\n• Fire Sorcery Damage increased by [ae92d5]2%[-] per armor piece\n• Movement Speed increased by [ae92d5].5%[-] per armor piece",,,,,,,,,,,,,,
perkSorceryArmorFireRank2Desc,progression,Perk,,,"[36dc2a]NOVICE[-] Fire Armourer",,,,,,,,,,,,,,
perkSorceryArmorFireRank2LongDesc,progression,Perk,,,"You are now a [36dc2a]Novice[-] Fire Armourer:\n• Tailor [36dc2a]Novice[-] [970000]Fire[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].6[-] Spirit per armor piece\n• Fire Sorcery Damage increased by [ae92d5]4%[-] per armor piece\n• Movement Speed increased by [ae92d5]1%[-] per armor piece\n• Armor requires [ae92d5]-10%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorFireRank3Desc,progression,Perk,,,"[407fff]ADEPT[-] Fire Armourer",,,,,,,,,,,,,,
perkSorceryArmorFireRank3LongDesc,progression,Perk,,,"You are now an [407fff]Adept[-] Fire Armourer:\n• Tailor [407fff]Adept[-] [970000]Fire[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].9[-] Spirit per armor piece\n• Fire Sorcery Damage increased by [ae92d5]6%[-] per armor piece\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece\n• Armor requires [ae92d5]-20%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorFireRank4Desc,progression,Perk,,,"[ba3fd0]EXPERT[-] Fire Armourer",,,,,,,,,,,,,,
perkSorceryArmorFireRank4LongDesc,progression,Perk,,,"You are now an [ba3fd0]Expert[-] Fire Armourer:\n• Tailor [ba3fd0]Expert[-] [970000]Fire[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5]1.2[-] Spirit per armor piece\n• Fire Sorcery Damage increased by [ae92d5]8%[-] per armor piece\n• Movement Speed increased by [ae92d5]2%[-] per armor piece\n• Armor requires [ae92d5]-30%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorFireRank5Desc,progression,Perk,,,"[e60000]MASTER[-] Fire Armourer",,,,,,,,,,,,,,
perkSorceryArmorFireRank5LongDesc,progression,Perk,,,"You are now a [e60000]Master[-] Fire Armourer:\n• Tailor [e60000]Master[-] [970000]Fire[-] Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.FireArmorSetPieces:0)}[-]/10)\n• Attacks received generate [ae92d5]1.5[-] Spirit per armor piece\n• Fire Sorcery Damage increased by [ae92d5]10%[-] per armor piece\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece\n• Armor requires [ae92d5]-40%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorIceName,progression,Perk,,,"Armor: Ice Sorcerer",,,,,,,,,,,,,,
perkSorceryArmorIceDesc,progression,Perk,,,"Master Ice Armor to craft and wear Ice Sorcerer Armor while unlocking its complete set potential.",,,,,,,,,,,,,,
perkSorceryArmorIceRank1Desc,progression,Perk,,,"[2f9970]INITIATE[-] Ice Armourer",,,,,,,,,,,,,,
perkSorceryArmorIceRank1LongDesc,progression,Perk,,,"You are now an [2f9970]Initiate[-] Ice Armourer:\n• Tailor [2f9970]Initiate[-] [02599c]Ice[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].3[-] Spirit per armor piece\n• Ice Sorcery Damage increased by [ae92d5]2%[-] per armor piece\n• Movement Speed increased by [ae92d5].5%[-] per armor piece",,,,,,,,,,,,,,
perkSorceryArmorIceRank2Desc,progression,Perk,,,"[36dc2a]NOVICE[-] Ice Armourer",,,,,,,,,,,,,,
perkSorceryArmorIceRank2LongDesc,progression,Perk,,,"You are now a [36dc2a]Novice[-] Ice Armourer:\n• Tailor [36dc2a]Novice[-] [02599c]Ice[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].6[-] Spirit per armor piece\n• Ice Sorcery Damage increased by [ae92d5]4%[-] per armor piece\n• Movement Speed increased by [ae92d5]1%[-] per armor piece\n• Armor requires [ae92d5]-10%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorIceRank3Desc,progression,Perk,,,"[407fff]ADEPT[-] Ice Armourer",,,,,,,,,,,,,,
perkSorceryArmorIceRank3LongDesc,progression,Perk,,,"You are now an [407fff]Adept[-] Ice Armourer:\n• Tailor [407fff]Adept[-] [02599c]Ice[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].9[-] Spirit per armor piece\n• Ice Sorcery Damage increased by [ae92d5]6%[-] per armor piece\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece\n• Armor requires [ae92d5]-20%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorIceRank4Desc,progression,Perk,,,"[ba3fd0]EXPERT[-] Ice Armourer",,,,,,,,,,,,,,
perkSorceryArmorIceRank4LongDesc,progression,Perk,,,"You are now an [ba3fd0]Expert[-] Ice Armourer:\n• Tailor [ba3fd0]Expert[-] [02599c]Ice[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5]1.2[-] Spirit per armor piece\n• Ice Sorcery Damage increased by [ae92d5]8%[-] per armor piece\n• Movement Speed increased by [ae92d5]2%[-] per armor piece\n• Armor requires [ae92d5]-30%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorIceRank5Desc,progression,Perk,,,"[e60000]MASTER[-] Ice Armourer",,,,,,,,,,,,,,
perkSorceryArmorIceRank5LongDesc,progression,Perk,,,"You are now a [e60000]Master[-] Ice Armourer:\n• Tailor [e60000]Master[-] [02599c]Ice[-] Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.IceArmorSetPieces:0)}[-]/10)\n• Attacks received generate [ae92d5]1.5[-] Spirit per armor piece\n• Ice Sorcery Damage increased by [ae92d5]10%[-] per armor piece\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece\n• Armor requires [ae92d5]-40%[-] less Thread to Tailor",,,,,,,,,,,,,,
perkSorceryArmorLightningName,progression,Perk,,,"Armor: Lightning Sorcerer",,,,,,,,,,,,,,
perkSorceryArmorLightningDesc,progression,Perk,,,"Master Lightning Armor to craft and wear Lightning Sorcerer Armor while unlocking its complete set potential.",,,,,,,,,,,,,,
perkSorceryArmorLightningRank1Desc,progression,Perk,,,"[2f9970]INITIATE[-] Lightning Armourer",,,,,,,,,,,,,,
perkSorceryArmorLightningRank1LongDesc,progression,Perk,,,"You are now an [2f9970]Initiate[-] Lightning Armourer:\n• Tailor [2f9970]Initiate[-] [5c009d]Lightning[-] Sorcerer Armor at an Arcane Wheel\n• Attacks received generate [ae92d5].3[-] Spirit per armor piece\n• Lightning Sorcery Damage increased by [ae92d5]2%[-] per armor piece\n• Movement Speed increased by [ae92d5].5%[-] per armor piece",,,,,,,,,,,,,,
perkSorceryArmorLightningRank2Desc,progression,Perk,,,"[36dc2a]NOVICE[-] Lightning Armourer",,,,,,,,,,,,,,
